StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,0:42,0:42,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-14 (Caleb Kocmick) RAM 1500 2022 Pickup Truck +,0:10,0:10,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,0:09,0:09,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,8:34,8:34,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,8:14,8:14,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,4:37,4:37,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:52,0:52,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,WEL-16 LINCOLN VINTAGE 322 2024 Welder +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,CFM-11 GOMACO COMMANDER III 2017 Concrete Finish +,0:09,0:09,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,AC-12 SULLAIR 185 AIR COMPRESSOR 2012 Air Compressor +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,3:32,3:32,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:33,0:33,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",43:10,43:10,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-165 (Alberto Zuniga) FORD F150 2020 Pickup Truck +,0:45,0:45,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:13,0:13,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:19,0:19,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,CM-03 WESTERN STAR POLYMIXER 2025 Z-Class Volumetric Mixer +,31:43,31:43,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,5:08,5:08,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,0:30,0:30,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-190 (JOSE TURRUBIARTES JR) FORD F250 2021 Pickup Truck +,0:03,0:03,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-38 (Caleb Padgett) FORD F150 2024 Pickup Truck +,0:17,0:17,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,42:06,42:06,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,106:07,106:07,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:50,0:50,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ML-03 GENIE S60X 2011 Man Lift +,48:49,48:49,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,15:05,15:05,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,0:14,0:14,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-202 (OPEN JOB SITE) FORD F250 2022 Pickup Truck +,0:13,0:13,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,1:09,1:09,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ML-07 GENIE S-45 2016 Man Lift +,44:19,44:19,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,37:05,37:05,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,EX-84 CAT 336 2024 Excavator - Large +,4:03,4:03,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,WEL-15 LINCOLN ELECTRIC RANGER 305G 2024 Welder +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,23:57,23:57,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,LP-04 ALLMAND NIGHT-LITE PRO 2013 Light Plant +,0:00,0:00,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,1:24,1:24,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,82:17,82:17,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,SFB-13 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,88:50,88:50,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",2:25,2:25,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-26 (JUAN P. RODRIGUEZ) FORD F250 2024 Pickup Truck +,13:11,13:11,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:51,0:51,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,7:55,7:55,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,3:49,3:49,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,ET-37 (SABINO IBARRA) FORD F250 2024 Pickup Truck +,1:01,1:01,2364:57,2364:57
2023-032 SH 345 BRIDGE REHABILITATION,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,0:15,0:15,2364:57,2364:57
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-167 (OMAR RAMIREZ) FORD F150 2020 Pickup Truck +,46:22,46:22,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-24 (Troy Malette) FORD F250 2023 Pickup Truck +,0:04,0:04,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,24:03,24:03,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,2:19,2:19,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,LP-116 WANCO UNKNOWN 2023 Light Plant +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,WEL-16 LINCOLN VINTAGE 322 2024 Welder +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",26:30,26:30,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-165 (Alberto Zuniga) FORD F150 2020 Pickup Truck +,0:01,0:01,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:22,0:22,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,14:49,14:49,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,0:01,0:01,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:10,0:10,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,0:56,0:56,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,5:52,5:52,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,0:02,0:02,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SS-24 CAT 242D 2015 Skid Steer +,18:45,18:45,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,DD-01S INTERNATIONAL 4300 2005 Heavy Truck +,0:30,0:30,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,7:32,7:32,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:06,0:06,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-12 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,68:33,68:33,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,11:52,11:52,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,17:56,17:56,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-274 (Grecia Mancho Camacho) FORD MAVERICK XL 2024 Pickup Truck +,12:07,12:07,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-03 FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,43:05,43:05,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,BRO-03 BROCE RJ350 2005 Sweeper +,8:28,8:28,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,BT-02S FORD F450 2011 Heavy Truck +,0:34,0:34,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-31 (RAMIRO VAZQUEZ DE LA CRUZ) FORD F250 2024 Pickup Truck +,6:51,6:51,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,19:27,19:27,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-228 (DANIEL LOPEZ) FORD F250 2022 Pickup Truck +,3:16,3:16,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SS-35 (JUAN P. RODRIGUEZ) CAT 279D3 Skid Steer +,11:53,11:53,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:05,0:05,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:45,0:45,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,3:13,3:13,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-252 (JUAN C. REYES DIAZ) FORD F250 2023 Pickup Truck +,13:43,13:43,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,WT-08 PETERBILT 337 2019 Heavy Truck +,28:33,28:33,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SS-36 (SALVADOR AGUILLON) CAT 279D3 Skid Steer +,2:27,2:27,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,S-07 PETERBILT 388 2013 Heavy Truck +,0:02,0:02,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,5:01,5:01,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,WEL-15 LINCOLN ELECTRIC RANGER 305G 2024 Welder +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,0:18,0:18,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,10:44,10:44,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,BH-22 CAT 420F2 IT Backhoe +,1:02,1:02,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,LP-04 ALLMAND NIGHT-LITE PRO 2013 Light Plant +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,CM-03 WESTERN STAR POLYMIXER 2025 Z-Class Volumetric Mixer +,0:25,0:25,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,0:32,0:32,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,42:57,42:57,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-190 (JOSE TURRUBIARTES JR) FORD F250 2021 Pickup Truck +,0:04,0:04,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-227 (JOSE RANGEL loaner) FORD F250 2022 Pickup Truck +,10:47,10:47,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,0:53,0:53,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,0:01,0:01,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,0:19,0:19,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-13S (JAVIER MAGALLANES) FORD F150 2023 Pickup Truck +,0:27,0:27,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,7:24,7:24,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:09,0:09,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,36:23,36:23,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,1:25,1:25,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,DT-08 (WELDING TRUCK) FORD F550 2013 Medium Truck +,9:13,9:13,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,AC-25 (0153) SULLAIR 185 2024 Air Compressor +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-177 (SALVADOR RODRIGUEZ JR) FORD F250 2020 Pickup Truck +,67:24,67:24,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,2:53,2:53,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,13:29,13:29,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,AC-05 SULLAIR 185 2011 Air Compressor +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,0:22,0:22,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-29 (JOSE RANGEL) FORD F250 2024 Pickup Truck +,0:27,0:27,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:56,0:56,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,1:24,1:24,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,AC-27 SULLAIR UNKNOWN Air Compressor +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,1:49,1:49,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:24,0:24,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,0:43,0:43,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:32,0:32,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,DT-01S FORD F650 2011 Heavy Truck +,2:13,2:13,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,EX-01S CAT 304E2 CR 2015 Excavator +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,0:13,0:13,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-18S (JST SELECT 250) FORD F250 2024 Pickup Truck +,1:37,1:37,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ML-03 GENIE S60X 2011 Man Lift +,2:37,2:37,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SS-01S CAT 279D Skid Steer +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-13 MACK MD6 2023 Truck Mounted Attenuator (TMA) +,91:48,91:48,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:14,0:14,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-193 (OPEN DFW TC USING) FORD F250 2021 Pickup Truck +,47:24,47:24,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-26 (JUAN P. RODRIGUEZ) FORD F250 2024 Pickup Truck +,9:41,9:41,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-20S (OBALDO CHAVEZ) FORD F250 2024 Pickup Truck +,2:47,2:47,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:02,0:02,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-207 (JUAN CARLOS VAZQUEZ) FORD F250 2020 Pickup Truck +,0:00,0:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:02,0:02,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,ET-30 (JUAN L. RUIZ) FORD F250 2024 Pickup Truck +,58:00,58:00,914:05,914:05
2023-034 DALLAS IH 45 BRIDGE MAINTENANCE,Apr,SFB-14 INTERNATIONAL 4300 2018 Truck Mounted Attenuator (TMA) +,77:10,77:10,914:05,914:05
2024-004 CoD Sidewalks 2024 (#16),Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",0:01,0:01,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,DT-12 FREIGHTLINER M2 2019 Heavy Truck +,0:01,0:01,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,0:04,0:04,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,0:00,0:00,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",1:22,1:22,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:02,0:02,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,EX-62 CAT 308E2 CR 2015 Excavator +,16:39,16:39,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:03,0:03,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,0:00,0:00,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,4:14,4:14,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:16,0:16,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-92 (STONIE BROWN) FORD F150 2016 Pickup Truck +,0:38,0:38,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-04 (GERALD EHIMHEN) RAM 1500 2022 Pickup Truck +,0:30,0:30,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,1:03,1:03,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,8:06,8:06,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,0:02,0:02,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,SS-27 CAT 289D 2018 Skid Steer +,10:09,10:09,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-167 (OMAR RAMIREZ) FORD F150 2020 Pickup Truck +,0:06,0:06,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-37 (SABINO IBARRA) FORD F250 2024 Pickup Truck +,0:10,0:10,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:03,0:03,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,3:29,3:29,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:05,0:05,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-33 (JOSE P. LOPEZ LIRA) FORD F250 2024 Pickup Truck +,4:53,4:53,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,SFB-14 INTERNATIONAL 4300 2018 Truck Mounted Attenuator (TMA) +,1:01,1:01,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-228 (DANIEL LOPEZ) FORD F250 2022 Pickup Truck +,0:03,0:03,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,5:51,5:51,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,2:31,2:31,61:36,61:36
2024-004 CoD Sidewalks 2024 (#16),Apr,ET-28 (JORGE L. FLORES) FORD F250 2024 Pickup Truck +,0:01,0:01,61:36,61:36
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:10,0:10,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,ET-01 (SAUL MARTINEZ ALVAREZ) RAM 1500 2022 Pickup Truck +,0:55,0:55,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,PT-270 (OPEN) FORD MAVERICK XL 2024 Pickup Truck +,0:02,0:02,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,0:03,0:03,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,ET-27 (ALONSO MIRAMONTES) FORD F250 2024 Pickup Truck +,0:02,0:02,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,SS-34 (JOSE RIVERA) CAT 289D Skid Steer +,0:00,0:00,12:03,12:03
2024-024 (1) TARRANT CS INTERSECTION IMPROV,Apr,ET-17 (COOPER LINK) RAM 1500 2022 Pickup Truck +,0:01,0:01,12:03,12:03
